Year,Authors,Title,Publication,Volume,Number,Pages,Publisher,DOIs,Relevant? Cody review,Notes,Found pdf?,Has supplementary materials? (yes/no),Is supplementary material in folder?,Supplementary material file name,Who is looking for this paper? (Initials)
1991,"Carleton, Michael D; Martinez, C; ","Morphometric Differentiation among West African Populations of the Rodent Genus Dasymys (Muroidea, Murinae), and its Taxonomic Implications",Proceedings of the Biological Society of Washington,,,,,,,,Yes,No,NA,NA,ERC
1991,"Eicher, EM; Hale, DW; Hunt, PA; Lee, BK; Tucker, PK; King, TR; Eppig, JT; Washburn, LL; ","The mouse Y* chromosome involves a complex rearrangement, including interstitial positioning of the pseudoautosomal region",Cytogenetic and Genome Research,57,4,221-230,Karger Publishers,10.1159/000133152,,,Yes,No,NA,NA,ERC
1991,"Hale, DW; Hunt, PA; Tucker, PK; Eicher, EM; ",Synapsis and obligate recombination between the sex chromosomes of male laboratory mice carrying the Y* rearrangement,Cytogenetic and Genome Research,57,4,231-239,Karger Publishers,10.1159/000133153,,,Yes,No,NA,NA,ERC
1991,"Heaney, Lawrence R; ",A synopsis of climatic and vegetational change in Southeast Asia,Tropical Forests and Climate,,,53-61,"Springer, Dordrecht",10.1007/978-94-017-3608-4_6,,,Yes,No,NA,NA,ERC
1991,"Heaney, Lawrence R; Gonzales, Pedro C; UTZURRUM, RC B; Rickart, Eric A; ",The mammals of Catanduanes Island: implications for the biogeography pf small land-bridge Islands in the Philippines,Proceedings of the Biological Society of Washington,104,2,399-415,,,,Citation only,No,No,NA,NA,ERC
1991,"Heaney, LR; ",An analysis of patterns of distribution and species richness among Philippine fruit bats (Pteropodidae),Bulletin of the American Museum of Natural History,,206,145-167,AMER MUSEUM NAT HISTORY ATTN: LIBRARY SERIALS UNIT CENTRAL PK WEST AT 79TH …,,,,Yes,No,NA,NA,ERC
1991,"Lacey, Eileen Anne; ",Reproductive and dispersal strategies of male Arctic ground squirrels (Spermophilus parryii plesius),,,,,University of Michigan,,,,Yes,No,NA,NA,ERC
1991,"Lawrence, Marie A; Van Den Bussche, Ronald A; Hill, John E; Honeycutt, Rodney L; Heaney, Lawrence R; Baker, Robert J; Holden, Mary Ellen; Ryan, James M; Lemen, Cliff A; Novacek, Michael J; ",Contributions to mammalogy in honor of Karl F. Koopman. Bulletin of the AMNH; no. 206,,,,,[New York]: American Museum of Natural History,,,,Yes,No,NA,NA,ERC
1991,"Mitchell, Michael J; Woods, Diane R; Tucker, Priscilla K; Opp, Judith S; Bishop, Colin E; ",Homology of a candidate spermatogenic gene from the mouse Y chromosome to the ubiquitin-activating enzyme El,Nature,354,6353,483-486,Nature Publishing Group,10.1038/354483a0,,,Yes,No,NA,NA,ERC
1991,"Rickart, Eric A; Heaney, Lawrence R; ","LUZON ISLAND, PHILIPPINES","pROC. BIOL, SOC, WASH",104,2,387-398,,,,,Yes,No,NA,NA,ERC
1991,"Rickart, Eric A; Heaney, Lawrence R; Utzurrum, Ruth CB; ","Distribution and ecology of small mammals along an elevational transect in southeastern Luzon, Philippines",Journal of Mammalogy,72,3,458-469,The Oxford University Press,10.2307/1382128,,,Yes,No,NA,NA,ERC
1991,"Swiderski, D. L.; ",Morphology and evolution of the wrists of burrowing and nonburrowing shrews,Journal of Mammalogy,72,,118-125,,10.2307/1381986,,,Yes,No,NA,NA,ERC
1991,"Voss, R; ",An introduction to the Neotropical muroid rodent genus Zygodontomys,Bulletin of the American Museum of Natural History (USA),,,,American Museum of Natural History,,,,Yes,No,NA,NA,ERC
1991,"Voss, Robert S; ","On the identity of"" Zygodontomys"" punctulatus (Rodentia, Muroidea). American Museum novitates; no. 3026",,,,,"New York, NY: American Museum of Natural History",,,,Yes,No,NA,NA,ERC
1991,"Voss, RS; Myers, P; ","PSEUDORYZOMYS-SIMPLEX (RODENTIA, MURIDAE) AND THE SIGNIFICANCE OF LUND COLLECTIONS FROM THE CAVES OF LAGOA-SANTA, BRAZIL",Bulletin of the American Museum of Natural History,,206,414-432,AMER MUSEUM NATURAL HISTORY ATTN: LIBRARY-SCIENTIFIC PUBLICATIONS …,,,Citation only,No,No,NA,NA,ERC
1990,"Carleton, Michael D; Schmidt, David F; ","Systematic studies of Madagascar's endemic rodents (Muroidea, Nesomyinae): an annotated gazetteer of collecting localities of known forms. American Museum novitates;; no. 2987.",,,,,"New York, NY: American Museum of Natural History",,,,Yes,No,NA,NA,ERC
1990,"Glanz, WE; Thorington, RW; Giacalone-Madden, J; Heaney, LR; Rand, AS; Windsor, DM; Leigh, EG; ",Utilización estacional de alimentos y tendencias demográficas de Sciurus granatensis,"Ecología de un bosque tropical: ciclos estacionales y cambios a largo plazo (EG Leigh, A. Stanley y DM Windsor, eds.). Smithsonian Tropical Research Institute, Balboa, Panamá",,,317-330,,,,Citation only,No,No,NA,NA,ERC
1990,"Heaney, LR; Rickart, EA; ","Correlations of clades and clines: geographic, elevational, and phylogenetic distribution patterns among Philippine mammals",Vertebrates in the tropics,,,321-332,Museum Alexander Koenig Bonn,,,Citation only,No,No,NA,NA,ERC
1990,"Myers, Philip; Patton, James L; Smith, Margaret F; ","A review of the boliviensis group of Akodon (Muridae: Sigmodontinae), with emphasis on Peru and Bolivia.",,,,,University of Michigan Museum of Zoology,,,,Yes,No,NA,NA,ERC
1990,"Patton, JL; Myers, P; Smith, MF; ",Vicariant versus gradient models of diversification: the small mammal fauna of eastern Andean slopes of Peru,Vertebrates in the Tropics,,,355-71,Bonn: Museum A. Koenig,,,Citation only,No,No,NA,NA,ERC
1990,"Perkins, J Mark; Barss, John M; Peterson, Joshua; ",Winter records of bats in Oregon and Washington,Northwestern Naturalist,71,2,59-62,Society for Northwestern Vertebrate Biology,10.2307/3536594,,,Yes,No,NA,NA,ERC
1990,"Voss, Robert S; Marcus, Leslie F; Patricia Escalante, P; ",Morphological evolution in muroid rodents I. Conservative patterns of craniometric covariance and their ontogenetic basis in the Neotropical genus Zygodontomys,Evolution,44,6,1568-1587,,10.1111/j.1558-5646.1990.tb03847.x,,,Yes,No,NA,NA,ERC
1989,"Anderson, Sydney; Olds, Nancy; ","Notes on Bolivian mammals. 5, Taxonomy and distribution of Bolomys (Muridae, Rodentia). American Museum novitates; no. 2935",,,,,"New York, NY: American Museum of Natural History",,,,Yes,No,NA,NA,ERC
1989,"Carleton, Michael D; ",Systematics and evolution,Advances in the study of Peromyscus,,,7-141,,,,Book has to be purchased,No,No,NA,NA,ERC
1989,"Dobson, F Stephen; Myers, Philip; ",The seasonal decline in the litter size of meadow voles,Journal of Mammalogy,70,1,142-152,"American Society of Mammalogists 810 East 10th Street, PO Box 1897, Lawrence …",10.2307/1381677,,,Yes,No,NA,NA,ERC
1989,"Eicher, EM; Hutchison, KW; Phillips, SJ; Tucker, PK; Lee, BK; ","A repeated segment on the mouse Y chromosome is composed of retroviral-related, Y-enriched and Y-specific sequences.",Genetics,122,1,181-192,Genetics Society of America,10.1093/genetics/122.1.181,,,Yes,No,NA,NA,ERC
1989,"Eisenberg, John Frederick; ","Mammals of the Neotropics. v. 1. The northern neotropics: Panama, Colombia, Venezuela, Guyana, Suriname, French Guiana.",,,,,,,,Citation only,No,No,NA,NA,ERC
1989,"Heaney, Lawrence R; Heideman, Paul D; Rickart, Eric A; Utzurrum, Ruth B; Klompen, JSH; ",Elevational zonation of mammals in the central Philippines,Journal of Tropical Ecology,5,3,259-280,Cambridge University Press,10.1017/S0266467400003643,,,Yes,No,NA,NA,ERC
1989,"Heideman, PD; Heaney, LR; ",Population biology and estimates of abundance of fruit bats (Pteropodidae) in Philippine submontane rainforest,Journal of Zoology,218,4,565-586,Wiley Online Library,10.1111/j.1469-7998.1989.tb04999.x,,Don't have access,No,No,NA,NA,ERC
1989,"Musser, Guy G; Carleton, Michael D; ","Systematic studies of oryzomyine rodents (Muridae, Sigmodontinae): a synopsis of Microryzomys. Bulletin of the AMNH; no. 191",,,,,[New York]: American Museum of Natural History,,,,Yes,No,NA,NA,ERC
1989,"Myers, Philip; ","A preliminary revision of the varius group of Akodon (A. dayi, dolores, molinae, neocenus, simulator, toba and varius).",Advances in Neotropical mammalogy,,,5-54,"The Sandhill Crane Press, Inc.",,,Citation only,No,No,NA,NA,ERC
1989,"Myers, Philip; Patton, James L; ","A new species of Akodon from the cloud forests of eastern Cochabamba Department, Bolivia (Rodentia: Sigmodontinae)",,,,,University of Michigan Museum of Zoology,,,,Yes,No,NA,NA,ERC
1989,"Myers, Philip; Patton, James L; ",Akodon of Peru and Bolivia-Revision of the fumeus group (Rodentia: Sigmodontinae),,,,,University of Michigan Museum of Zoology,,,,Yes,No,NA,NA,ERC
1989,"Nachman, MW; Myers, P; ",Exceptional chromosomal mutations in a rodent population are not strongly underdominant,Proceedings of the National Academy of Sciences,86,17,6666-6670,National Acad Sciences,10.1073/pnas.86.17.6666,,,Yes,No,NA,NA,ERC
1989,"Patton, JL; Myers, P; Smith, MF; ","Electromorphic variation in selected South American akodontine rodents (Muridae: Sigmodontinae), with comments on systematic implications",Zeitschrift für Säugetierkunde,54,6,347-359,Fischer,,,Not available,No,No,NA,NA,ERC
1989,"Rickart, Eric A; Heaney, Lawrence R; Rosenfeld, Mark J; ",FRUIT BATS (CHIROPTERA: PTEROPODIDAE),"PROC. BIOL. SOC, WASH",102,2,520-531,,,,,Yes,No,NA,NA,ERC
1989,"Storer, Robert W; ",Notes on Paraguayan birds,,,,,University of Michigan Museum of Zoology,,,,Yes,No,NA,NA,ERC
1989,"Tucker, Priscilla K; Bickham, John W; ",Heterochromatin and sex-chromosome variation in bats of the genus Carollia (Chiroptera: Phyllostomidae),Journal of mammalogy,70,1,174-179,"American Society of Mammalogists, Oxford University Press",10.2307/1381683,,,Yes,No,NA,NA,ERC
1989,"Tucker, Priscilla K; Lee, Barbara K; Eicher, Eva M; ",Y chromosome evolution in the subgenus Mus (genus Mus).,Genetics,122,1,169-179,Genetics Soc America,10.1093/genetics/122.1.169,,,Yes,No,NA,NA,ERC
1988,"Voss, Robert S; ","Systematics and ecology of ichthyomyine rodents (Muroidea): patterns of morphological evolution in a small adaptive radiation. Bulletin of the AMNH; v. 188, article 2",,,,,[New York]: American Museum of Natural History,,,,Yes,No,NA,NA,ERC
1987,"Anderson, Sydney; Yates, Terry L; Cook, Joseph A; ","Notes on Bolivian mammals. 4, The genus Ctenomys (Rodentia, Ctenomyidae) in the eastern lowlands. American Museum novitates; no. 2891",,,,,"New York, NY: American Museum of Natural History",,,,Yes,No,NA,NA,ERC
1987,"Engstrom, Mark D; Genoways, Hugh H; Tucker, Priscilla K; ","Morphological variation, karyology, and systematic relationships of Heteromys gaumeri (Rodentia: Heteromyidae)",,,,,,,,,Yes,No,NA,NA,ERC
1987,"Heideman, Paul D; Heaney, Lawrence R; Thomas, Rebecca L; Erickson, Keith R; ","Patterns of faunal diversity and species abundance of non-volant small mammals on Negros Island, Philippines",Journal of Mammalogy,68,4,884-888,"American Society of Mammalogists, Oxford University Press",10.2307/1381575,,,Yes,No,NA,NA,ERC
1987,"Macêdo, Regina H; Mares, Michael A; ",Geographic variation in the South American cricetine rodent Bolomys lasiurus,Journal of Mammalogy,68,3,578-594,The Oxford University Press,10.2307/1381594,,,Yes,No,NA,NA,ERC
1987,"MYERS, PHILIP; PATTON, JAMES L; ","OCCASIONAL PAPERS OF THE MUSEUM OF ZOOLOGY THE UNIVERSITY OF MICHIGAN Aain ARBOR, MICHIGAN","Occasional Papers of the Museum of Zoology, University of Michigan",1001,717-724,48109-1079,"University of Michigan, Museum of Zoology",,,Not found,No,No,NA,NA,ERC
1987,"OConnor, Barry M; Pfaffenberger, Gary S; ",Systematics and evolution of the genus Paraceroglyphus and related taxa (Acari: Acaridae) associated with fleas (Insecta: Siphonaptera),The Journal of parasitology,,,1189-1197,American Society of Parasitologists,10.2307/3282305,,,Yes,No,NA,NA,ERC
1987,"Olds, Nancy; Anderson, Sydney; Yates, Terry L; ","Notes on Bolivian mammals. 3, A revised diagnosis of Andalgalomys (Rodentia, Muridae) and the description of a new subspecies. American Museum novitates; no. 2890",,,,,"New York, NY: American Museum of Natural History",,,,Yes,No,NA,NA,ERC
1987,"Patterson, Bruce D; Heaney, Lawrence R; ",Preliminary analysis of geographic variation in red-tailed chipmunks (Eutamias ruficaudus),Journal of Mammalogy,68,4,782-791,The Oxford University Press,10.2307/1381555,,,Yes,No,NA,NA,ERC
1987,"Thewissen, JGM; Smith, Gerald R; ","Vespertilionid bats (Chiroptera, Mammalia) from the Pliocene of Idaho",,,,,"Museum of Paleontology, The University of Michigan",,,,Yes,No,NA,NA,ERC
1986,"Burt, William; ","Mammals, Peterson Field Guide",,,,,Houghton Mifflin,,,Book has to be purchased,No,No,NA,NA,ERC
1986,"Heaney, Lawrence R; ","Biogeography of mammals in SE Asia: estimates of rates of colonization, extinction and speciation",Biological journal of the Linnean Society,28,1‐2,127-165,Wiley Online Library,10.1111/j.1095-8312.1986.tb01752.x,,,Yes,No,NA,NA,ERC
1986,"Heaney, Lawrence R; Patterson, Bruce D; ",Island biogeography of mammals,,,,,Academic Press,,,Citation only,No,No,NA,NA,ERC
1986,"HEANEY, LR; PATTERSON, BD; ",SYMPOSIUM ON ISLAND BIOGEOGRAPHY OF MAMMALS-INTRODUCTION,Biological Journal of the Linnean Society,28,1-2,R1-R3,"ACADEMIC PRESS LTD 24-28 OVAL RD, LONDON, ENGLAND NW1 7DX",,,Citation only,No,No,NA,NA,ERC
1986,"Mudar, KM; Allen, MS; ","A list of bats from northeastern Luzon, Philippines",,,,,"Walter de Gruyter, Berlin/New York Berlin, New York",10.1515/mamm.1986.50.2.219,,,Yes,No,NA,NA,ERC
1986,"Myers, Charles W; ","An Enigmatic New Snake from the Peruvian Andes, with Notes on the Xenodontini (Colubridae, Xenodontinae)",,,,,American Museum of Natural History,,,,Yes,No,NA,NA,ERC
1986,"Myers, Philip; Master, Lawrence L; ",The interpretation of variation in litter size and weights of young: three caveats,Journal of mammalogy,67,3,572-575,The Oxford University Press,10.2307/1381289,,,Yes,No,NA,NA,ERC
1986,"Tucker, PK; Bickham, JW; ","Sex chromosome-autosome translocations in the leaf-nosed bats, family Phyllostomidae",Cytogenetic and Genome Research,43,1-2,28-37,Karger Publishers,10.1159/000132294,,,Yes,No,NA,NA,ERC
1985,"Brickham, John W; Tucker, Priscilla K; Legler, John M; ",Diploid-triploid mosaicism: an unusual phenomenon in side-necked turtles (Platemys platycephela),Science,227,,1591-1594,American Association for the Advancement of Science,,,Don't have access,No,No,NA,NA,ERC
1985,"Carleton, Michael D; Robbins, C Brian; ","On the Status and Affinities of Hybomys-Planifrons (Miller, 1900)(Rodentia, Muridae)",Proceedings of the Biological Society of Washington,,,,,,,,Yes,No,NA,NA,ERC
1985,"Gingerich, Philip D; Smith, B Holly; ",Allometric scaling in the dentition of primates and insectivores,Size and scaling in primate biology,,,257-272,Springer US,10.1007/978-1-4899-3647-9_12,,,Yes,No,NA,NA,ERC
1985,"HEANEY, LAWRENCE R; ",Zoogeographic evidence for middle and upper pleistocene land bridges to the Philippine islands,Indo-Pacific Prehistory Association Philippines. Congress. 12,,,127-143,,,,Citation only,No,No,NA,NA,ERC
1985,"Heaney, Lawrence R; ",Systematics of Oriental pygmy squirrels of the genera Exilisciurus and Nannosciurus (Mammalia: Sciuridae),,,,,University of Michigan Museum of Zoology,,,,Yes,No,NA,NA,ERC
1985,"Heaney, Lawrence R; Timm, Robert M; ","Morphology, genetics, and ecology of pocket gophers (genus Geomys) in a narrow hybrid zone",Biological Journal of the Linnean Society,25,4,301-317,Wiley Online Library,10.1111/j.1095-8312.1985.tb00397.x,,Don't have access,No,No,NA,NA,ERC
1985,"Musser, Guy G; Heaney, Lawrence R; ",Philippine Rattus: a new species from the Sulu Archipelago. American Museum novitates; no. 2818,,,,,"New York, NY: American Museum of Natural History",,,,Yes,No,NA,NA,ERC
1985,"Musser, Guy G; Heaney, Lawrence R; Rabor, Dioscoro S; ",Philippine rats: a new species of Crateromys from Dinagat Island. American Museum novitates; no. 2821,,,,,"New York, NY: American Museum of Natural History",,,,Yes,No,NA,NA,ERC
1985,"Myers, Philip; Master, Lawrence L; Garrett, R Angelitos; ",Ambient temperature and rainfall: an effect on sex ratio and litter size in deer mice,Journal of Mammalogy,66,2,289-298,The Oxford University Press,10.2307/1381241,,,Yes,No,NA,NA,ERC
1985,"Oconnor, Barry M; ","Mites (Acari) Associated with the Long-Tailed Shrew, Sorex dispar (Insectivora: Soricidae), in Tennessee",American Midland Naturalist,,,184-187,JSTOR,10.2307/2425254,,,Yes,No,NA,NA,ERC
1985,"Van Devender, Thomas R; Rea, Amadeo M; Smith, Michael L; ","The Sangamon interglacial vertebrate fauna from Rancho la Brisca, Sonora, Mexico",,,,,San Diego Society of Natural History,,,,Yes,No,NA,NA,ERC
1985,"Wollnik, Franziska; ",Sex differences in the daily pattern of locomotor activity in laboratory rats,,,,,,10.1007/BF00490408,,,Yes,No,NA,NA,ERC
1984,"Carleton, MD; ",Muroid rodents,Orders and families of Recent mammals of the world,,,289-379,"Wiley, New York",,,Citation only,No,No,NA,NA,ERC
1984,"Heaney, Lawrence R; ","Mammalian species richness on islands on the Sunda Shelf, southeast Asia",Oecologia,61,1,11-17,Springer,10.1007/BF00379083,,,Yes,No,NA,NA,ERC
1984,"Heaney, Lawrence R; Peterson, Randolph L; ","A new species of tube-nosed fruit bat (Nyctimene) from Negros Island, Philippines (Mammalia: Pteropodidae)",,,,,University of Michigan Museum of Zoology,,,,Yes,No,NA,NA,ERC
1984,"Heaney, LR; ",Climatic influences on life-history tactics and behavior of North American tree squirrels,The biology of ground-dwelling squirrels,,,43-78,Univ. Nebraska Press,,,Citation only,No,No,NA,NA,ERC
1984,"Heaney, LR; ","Mammals from Camiguin Island, Philippines",Proceedings of the Biological Society of Washington,97,1,119-125,National Museum of Natural History,,,,Yes,No,NA,NA,ERC
1984,"Jenkins Jr, Farish A; McClearn, Deedra; ",Mechanisms of hind foot reversal in climbing mammals,Journal of Morphology,182,2,197-219,"Wiley Subscription Services, Inc., A Wiley Company Hoboken",10.1002/jmor.1051820207,,Don't have access,No,No,NA,NA,ERC
1984,"Lazell Jr, James D; ",A new marsh rabbit (Sylvilagus palustris) from Florida's Lower Keys,Journal of Mammalogy,65,1,26-33,"American Society of Mammalogists 810 East 10th Street, PO Box 1897, Lawrence …",10.2307/1381196,,,Yes,No,NA,NA,ERC
1984,"Patton, James L; ",Systematic status of the large squirrels (subgenus Urosciurus) of the western Amazon Basin,Studies on neotropical fauna and environment,19,2,53-72,Taylor & Francis,10.1080/01650528409360645,,,Yes,No,NA,NA,ERC
1984,"Schmidly, David J; Hendricks, Fred S; ","Mammals of the San Carlos Mountains of Tamaulipas, Mexico","Contributions in mammalogy in honor of Robert L. Packard (RE Martin and BR Chapman, eds.). Special Publications, The Museum, Texas Tech University, Lubbock",,,1-234,,,,Citation only,No,No,NA,NA,ERC
1984,"Wells-Gosling, Nancy; Heaney, Lawrence R; ",Glaucomys sabrinus,Mammalian species,,229,1-8,"American Society of Mammalogists, Oxford University Press",10.2307/3503926,,,Yes,No,NA,NA,ERC
1983,"Heaney, Lawrence R; Timm, Robert M; ",Systematics and distribution of shrews of the genus Crocidura (Mammalia: Insectivora) in Vietnam.,,,,,Proceedings of the Biological Society of Washington.,,,,Yes,No,NA,NA,ERC
1983,"Heaney, Lawrence R; Timm, Robert M; ",Relationships of pocket gophers of the genus Geomys from the central and northern Great Plains,,,,,"Museum of Natural History, University of Kansas",,,,Yes,No,NA,NA,ERC
1983,"Heske, EJ; Good, DA; Rogers, Duke S; ",Karyotypes and a range extension of Reithrodontomys (Cricetidae: subgenus Aporodon) from Mexico,The Southwestern Naturalist,28,3,372-374,Southwestern Association of Naturalists,10.2307/3670801,,,Yes,No,NA,NA,ERC
1983,"MICHIGAN, LAKE; ",DISTRIBUTION. The European hare have come,Michigan Mammals,,,156,Michigan State University Press,,,Not enough info,No,No,NA,NA,ERC
1983,"Myers, Philip; Master, Lawrence L; ",Reproduction by Peromyscus maniculatus: size and compromise,Journal of Mammalogy,64,1,1-18,The Oxford University Press,10.2307/1380746,,,Yes,No,NA,NA,ERC
1983,"MYERS, PHILIP; MASTER, LAWRENCE L; ",Published Quarterly by the American Society of Mammalogists,Journal of Mammalogy,,,1,American Society of Mammalogists.,,,Not enough info,No,No,NA,NA,ERC
1983,"Myers, Philip; Wetzel, Ralph M; ",Systematics and zoogeography of the bats of the Chaco Boreal,,,,,University of Michigan Museum of Zoology,,,,Yes,No,NA,NA,ERC
